,budget,genres,id,popularity,release_date,revenue,title,vote_average,vote_count,profit,release_year
89,165000000,Family,82690,62.341073,2012-11-01,471222889,Wreck-It Ralph,7.1,4570,306222889,2012
90,165000000,Adventure,5255,47.323228,2004-11-10,305875730,The Polar Express,6.4,1474,140875730,2004
91,165000000,Action,47933,48.775723,2016-06-22,389681935,Independence Day: Resurgence,4.9,2491,224681935,2016
92,165000000,Fantasy,10191,67.263269,2010-03-05,494878759,How to Train Your Dragon,7.5,4227,329878759,2010
93,200000000,Action,296,69.405188,2003-07-02,435000000,Terminator 3: Rise of the Machines,5.9,2143,235000000,2003
94,170000000,Action,118340,481.09862400000003,2014-07-30,773328629,Guardians of the Galaxy,7.9,9742,603328629,2014
95,165000000,Adventure,157336,724.247784,2014-11-05,675120017,Interstellar,8.1,10867,510120017,2014
96,160000000,Action,27205,167.58371,2010-07-14,825532764,Inception,8.1,13752,665532764,2010
97,15000000,Action,315011,9.476999000000001,2016-07-29,77000000,Shin Godzilla,6.5,143,62000000,2016
98,250000000,Adventure,49051,108.849621,2012-11-26,1021103568,The Hobbit: An Unexpected Journey,7.0,8297,771103568,2012
99,38000000,Action,9799,6.909942,2001-06-22,207283925,The Fast and the Furious,6.6,3428,169283925,2001
100,150000000,Fantasy,4922,60.269279000000004,2008-11-24,333932083,The Curious Case of Benjamin Button,7.3,3292,183932083,2008
101,160000000,Action,49538,3.195174,2011-05-24,353624124,X-Men: First Class,7.1,5181,193624124,2011
102,160000000,Action,131634,127.28442700000001,2015-11-18,653428261,The Hunger Games: Mockingjay - Part 2,6.6,3984,493428261,2015
103,150000000,Fantasy,27022,35.580815,2010-07-13,215283742,The Sorcerer's Apprentice,5.8,1470,65283742,2010
104,160000000,Adventure,503,21.133748,2006-05-12,181674817,Poseidon,5.5,583,21674817,2006
105,170000000,Fantasy,241259,56.268916000000004,2016-05-25,299370084,Alice Through the Looking Glass,6.5,1725,129370084,2016
106,160000000,Fantasy,810,42.986467,2007-05-17,798958165,Shrek the Third,6.0,2278,638958165,2007
107,160000000,Action,68735,63.148529,2016-05-25,433677183,Warcraft,6.3,2268,273677183,2016
108,155000000,Science Fiction,87101,202.04263500000002,2015-06-23,440603537,Terminator Genisys,5.8,3631,285603537,2015
109,155000000,Adventure,10140,49.661984000000004,2010-08-13,415686217,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514,260686217,2010
110,140000000,History,676,34.20669,2001-05-21,449220945,Pearl Harbor,6.6,1791,309220945,2001
111,150000000,Adventure,1858,25.468493,2007-06-27,709709780,Transformers,6.6,4040,559709780,2007
112,155000000,War,1966,39.019228999999996,2004-11-21,167298192,Alexander,5.6,927,12298192,2004
113,150000000,Adventure,675,78.14439499999999,2007-06-28,938212738,Harry Potter and the Order of the Phoenix,7.4,5494,788212738,2007
114,150000000,Adventure,674,101.250416,2005-11-05,895921036,Harry Potter and the Goblet of Fire,7.5,5608,745921036,2005
115,150000000,Fantasy,8960,56.758410999999995,2008-07-01,624029371,Hancock,6.2,2961,474029371,2008
116,150000000,Drama,6479,70.867401,2007-12-14,585349010,I Am Legend,6.9,4853,435349010,2007
117,150000000,Adventure,118,53.905592000000006,2005-07-13,474968763,Charlie and the Chocolate Factory,6.7,3624,324968763,2005
118,150000000,Animation,2062,65.677399,2007-06-22,623722818,Ratatouille,7.5,4369,473722818,2007
119,150000000,Action,272,115.040024,2005-06-10,374218673,Batman Begins,7.5,7359,224218673,2005
120,150000000,Family,10527,44.141021,2008-10-30,603900354,Madagascar: Escape 2 Africa,6.2,1810,453900354,2008
121,150000000,Adventure,18360,81.781591,2009-05-20,413106170,Night at the Museum: Battle of the Smithsonian,5.9,1971,263106170,2009
122,150000000,Adventure,2080,5.954333999999999,2009-04-28,373062864,X-Men Origins: Wolverine,6.2,4021,223062864,2009
123,150000000,Adventure,605,73.313918,2003-11-05,424988211,The Matrix Revolutions,6.4,3096,274988211,2003
124,150000000,Animation,109445,165.12536599999999,2013-11-27,1274219009,Frozen,7.3,5295,1124219009,2013
125,150000000,Adventure,604,70.78591,2003-05-15,738599701,The Matrix Reloaded,6.7,3443,588599701,2003
126,170000000,Action,76338,99.499595,2013-10-29,644571402,Thor: The Dark World,6.8,4755,474571402,2013
127,150000000,Action,76341,434.27856399999996,2015-05-13,378858340,Mad Max: Fury Road,7.2,9427,228858340,2015
128,150000000,Thriller,13448,67.447636,2009-05-13,356613439,Angels & Demons,6.5,2129,206613439,2009
129,150000000,Adventure,10195,86.493424,2011-04-21,449326618,Thor,6.6,6525,299326618,2011
130,150000000,Animation,13053,41.845878000000006,2008-11-21,309979994,Bolt,6.3,1750,159979994,2008
131,150000000,Fantasy,19585,26.710397999999998,2009-07-21,292817841,G-Force,5.1,510,142817841,2009
132,150000000,Adventure,57165,44.927634999999995,2012-03-27,301000000,Wrath of the Titans,5.5,1431,151000000,2012
133,150000000,Comedy,62213,50.306728,2012-05-08,245527149,Dark Shadows,5.7,2320,95527149,2012
134,150000000,Action,177677,114.52223700000002,2015-07-23,682330139,Mission: Impossible - Rogue Nation,7.1,3224,532330139,2015
135,150000000,Drama,7978,21.214571,2010-02-11,0,The Wolfman,5.5,549,-150000000,2010
136,150000000,Family,5559,29.332905,2007-10-28,287594577,Bee Movie,5.7,1171,137594577,2007
137,150000000,Animation,49444,51.247321,2011-05-25,665692281,Kung Fu Panda 2,6.7,1880,515692281,2011
138,150000000,Action,10196,33.769335999999996,2010-06-30,318502923,The Last Airbender,4.7,1151,168502923,2010
139,150000000,Adventure,956,63.079003,2006-05-03,397850012,Mission: Impossible III,6.5,2028,247850012,2006
140,150000000,Action,117251,39.004588,2013-06-27,205366737,White House Down,6.4,1891,55366737,2013
141,150000000,Adventure,50321,12.362599000000001,2011-03-09,38992758,Mars Needs Moms,5.5,199,-111007242,2011
142,149000000,Adventure,11619,22.550135,2006-10-22,64459316,Flushed Away,6.0,874,-84540684,2006
143,150000000,Adventure,266647,48.03528,2015-09-24,128388320,Pan,5.9,954,-21611680,2015
144,145000000,Animation,82703,38.73494,2014-02-07,272912430,Mr. Peabody & Sherman,6.7,843,127912430,2014
145,175000000,Adventure,652,66.803149,2004-05-13,497409852,Troy,6.9,2759,322409852,2004
146,145000000,Animation,80321,44.989191999999996,2012-06-06,746921274,Madagascar 3: Europe's Most Wanted,6.4,1808,601921274,2012
147,140000000,Adventure,36669,54.159392000000004,2002-11-17,431971116,Die Another Day,5.8,1092,291971116,2002
148,144000000,Action,43074,66.21806,2016-07-14,229147509,Ghostbusters,5.3,2142,85147509,2016
149,140000000,Action,95,58.485967,1998-07-01,553799566,Armageddon,6.4,2482,413799566,1998
150,140000000,Action,608,91.332849,2002-07-03,441818803,Men in Black II,6.0,3114,301818803,2002
151,70000000,Adventure,2310,35.601665000000004,2007-11-05,195735876,Beowulf,5.5,841,125735876,2007
152,145000000,Action,140300,56.747978,2016-01-23,521170825,Kung Fu Panda 3,6.7,1603,376170825,2016
153,145000000,Action,56292,77.77476999999999,2011-12-07,694713380,Mission: Impossible - Ghost Protocol,6.8,3972,549713380,2011
154,145000000,Fantasy,81188,61.788035,2012-11-21,306941670,Rise of the Guardians,7.1,1922,161941670,2012
155,100000000,Comedy,7552,25.159167999999998,2005-12-21,202026112,Fun with Dick and Jane,5.9,627,102026112,2005
156,140000000,Drama,616,52.341226,2003-12-05,456758981,The Last Samurai,7.3,1895,316758981,2003
157,140000000,Adventure,147441,101.599427,2014-12-03,268031828,Exodus: Gods and Kings,5.6,1921,128031828,2014
158,150000000,Science Fiction,13475,73.61680799999999,2009-05-06,385680446,Star Trek,7.4,4518,235680446,2009
159,139000000,Fantasy,557,82.502566,2002-05-01,821708551,Spider-Man,6.8,5265,682708551,2002
160,145000000,Fantasy,82702,100.21391,2014-06-12,609123048,How to Train Your Dragon 2,7.6,3106,464123048,2014
161,140000000,Fantasy,205584,56.257249,2016-02-25,150680864,Gods of Egypt,5.3,1277,10680864,2016
162,135000000,Action,10048,17.88953,2005-07-28,76932943,Stealth,4.9,331,-58067057,2005
163,130000000,Action,13183,64.798873,2009-03-05,185258983,Watchmen,7.0,2811,55258983,2009
164,140000000,Action,944,24.855701,1998-07-10,285444603,Lethal Weapon 4,6.3,767,145444603,1998
165,137000000,Drama,1927,34.981698,2003-06-19,245360480,Hulk,5.3,1533,108360480,2003
166,130000000,Adventure,72559,59.325589,2013-03-26,371876278,G.I. Joe: Retaliation,5.4,3025,241876278,2013
167,130000000,Action,7364,21.605567999999998,2005-04-06,119269486,Sahara,5.7,434,-10730514,2005
168,137000000,Adventure,2114,26.074907999999997,2001-07-02,85131830,Final Fantasy: The Spirits Within,5.9,433,-51868170,2001
169,140000000,Action,1771,74.50624599999999,2011-07-22,370569774,Captain America: The First Avenger,6.6,7047,230569774,2011
170,135000000,Adventure,36643,39.604363,1999-11-08,361832400,The World Is Not Enough,6.0,862,226832400,1999
171,150000000,Adventure,8619,36.973031,2003-11-14,212011111,Master and Commander: The Far Side of the World,6.9,790,62011111,2003
172,120000000,Adventure,50620,99.687084,2012-11-13,829000000,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,709000000,2012
173,130000000,Animation,65759,17.7735,2011-11-17,150406466,Happy Feet Two,5.8,373,20406466,2011
174,150000000,Science Fiction,1724,62.898336,2008-06-12,163712074,The Incredible Hulk,6.1,3021,13712074,2008
175,140000000,Adventure,267935,44.19092,2016-06-01,183345589,The BFG,6.0,1000,43345589,2016
176,135000000,Western,281957,100.635882,2015-12-25,532950503,The Revenant,7.3,6396,397950503,2015
177,135000000,Animation,77950,44.765377,2013-07-11,282570682,Turbo,6.1,1074,147570682,2013
178,135000000,Animation,44896,29.913529999999998,2011-03-02,245724603,Rango,6.6,2051,110724603,2011
179,132000000,Family,270946,84.366984,2014-11-22,373552094,Penguins of Madagascar,6.5,1346,241552094,2014
180,70000000,Action,2503,45.381501,2007-08-03,442824138,The Bourne Ultimatum,7.3,2888,372824138,2007
181,130000000,Adventure,9502,84.68964799999999,2008-06-04,631744560,Kung Fu Panda,6.9,3145,501744560,2008
182,130000000,Science Fiction,102899,120.09361000000001,2015-07-14,519311965,Ant-Man,7.0,5880,389311965,2015
183,130000000,Adventure,101299,76.310119,2013-11-15,847423452,The Hunger Games: Catching Fire,7.4,6495,717423452,2013
184,135000000,Fantasy,228161,63.473086,2015-03-18,368871007,Home,6.8,1519,233871007,2015
185,132000000,Adventure,74,48.572726,2005-06-28,591739379,War of the Worlds,6.2,2322,459739379,2005
186,130000000,Adventure,8961,38.068736,2003-07-18,273339556,Bad Boys II,6.3,1564,143339556,2003
187,130000000,Action,417859,20.678787,2011-10-28,554987477,Puss in Boots,6.4,451,424987477,2011
188,110000000,Action,27576,48.829437,2010-07-21,293329073,Salt,6.2,2093,183329073,2010
189,125000000,Drama,86834,46.115758,2014-03-20,362637473,Noah,5.6,2350,237637473,2014
190,130000000,Adventure,17578,89.938296,2011-10-25,371940071,The Adventures of Tintin,6.7,2061,241940071,2011
191,130000000,Adventure,673,79.679601,2004-05-31,789804554,Harry Potter and the Prisoner of Azkaban,7.7,5877,659804554,2004
192,130000000,Drama,6972,28.840996999999998,2008-11-18,49554002,Australia,6.3,694,-80445998,2008
193,130000000,Science Fiction,82700,42.840582,2013-05-30,243843127,After Earth,5.0,2532,113843127,2013
194,127500000,Animation,10567,26.548594,2000-05-19,354248063,Dinosaur,6.2,542,226748063,2000
195,127000000,Adventure,181533,115.597753,2014-12-17,349424282,Night at the Museum: Secret of the Tomb,6.1,1851,222424282,2014
196,130000000,Animation,38055,68.757242,2010-10-28,321887208,Megamind,6.7,1918,191887208,2010
197,125000000,Adventure,671,109.984351,2001-11-16,976475550,Harry Potter and the Philosopher's Stone,7.5,7006,851475550,2001
198,130000000,Fantasy,49524,39.448066,2013-07-18,61648500,R.I.P.D.,5.4,1260,-68351500,2013
199,140000000,Adventure,22,271.972889,2003-07-09,655011224,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,515011224,2003
200,125000000,Science Fiction,131631,206.227151,2014-11-18,752100229,The Hunger Games: Mockingjay - Part 1,6.6,5584,627100229,2014
201,125000000,Thriller,591,45.313196999999995,2006-05-17,767820459,The Da Vinci Code,6.5,2704,642820459,2006
202,103000000,Animation,172385,42.400240000000004,2014-03-19,500188435,Rio 2,6.3,978,397188435,2014
203,110000000,Adventure,36658,2.871739,2003-04-24,407711549,X2,6.8,3506,297711549,2003
204,125000000,Action,51497,7.255717999999999,2011-04-20,626137675,Fast Five,7.1,2438,501137675,2011
205,125000000,Adventure,58574,81.49962099999999,2011-11-22,334615000,Sherlock Holmes: A Game of Shadows,7.0,3886,209615000,2011
206,125000000,Adventure,18823,47.686442,2010-04-01,232713139,Clash of the Titans,5.6,2233,107713139,2010
207,65000000,Action,861,43.129703000000006,1990-06-01,261317921,Total Recall,7.1,1710,196317921,1990
208,160000000,Adventure,1911,27.220157,1999-08-27,61698899,The 13th Warrior,6.4,510,-98301101,1999
209,130000000,Action,49040,90.33681,2012-08-08,276572938,The Bourne Legacy,6.0,2651,146572938,2012
210,125000000,Action,415,50.073575,1997-06-20,238207122,Batman & Robin,4.2,1418,113207122,1997
211,123000000,Family,8871,45.419668,2000-11-17,345141403,How the Grinch Stole Christmas,6.2,1386,222141403,2000
212,125000000,Action,435,41.380094,2004-05-26,544272402,The Day After Tomorrow,6.2,2392,419272402,2004
213,125000000,Adventure,955,54.931334,2000-05-24,546388105,Mission: Impossible II,5.9,1928,421388105,2000
214,120000000,Drama,2133,25.752118,2000-03-15,325756637,The Perfect Storm,6.2,597,205756637,2000
215,130000000,Adventure,1979,60.810722999999996,2007-06-13,289047763,Fantastic 4: Rise of the Silver Surfer,5.4,2589,159047763,2007
216,120000000,Adventure,87827,51.328145,2012-11-20,609016565,Life of Pi,7.2,5797,489016565,2012
217,110000000,Thriller,1250,46.834703999999995,2007-02-16,228738393,Ghost Rider,5.2,1712,118738393,2007
218,120000000,Action,324668,62.641286,2016-07-27,415484914,Jason Bourne,5.9,2341,295484914,2016
219,120000000,Action,9471,33.616115,2003-06-27,259175788,Charlie's Angels: Full Throttle,5.2,914,139175788,2003
220,130000000,Science Fiction,70981,68.889395,2012-05-30,403170142,Prometheus,6.3,5080,273170142,2012
221,120000000,Family,10996,27.990284000000003,2002-07-19,169956806,Stuart Little 2,5.4,613,49956806,2002
222,115000000,Science Fiction,68724,67.33766999999999,2013-08-07,286140700,Elysium,6.4,3439,171140700,2013
223,105000000,Action,2789,27.835435999999998,2004-06-11,115772733,The Chronicles of Riddick,6.3,1570,10772733,2004
224,120000000,Action,97020,66.757869,2014-01-30,242688965,RoboCop,5.7,2342,122688965,2014
225,120000000,Action,7459,17.060695000000003,2008-05-09,93945766,Speed Racer,5.7,354,-26054234,2008
226,120000000,Comedy,42888,11.137655,2010-12-17,48668907,How Do You Know,4.9,223,-71331093,2010
227,117000000,Action,37834,44.906918,2010-06-15,261930431,Knight and Day,5.9,1547,144930431,2010
228,120000000,Action,75612,67.698004,2013-04-10,286168572,Oblivion,6.4,4800,166168572,2013
229,113000000,Science Fiction,1895,44.108427,2005-05-17,850000000,Star Wars: Episode III - Revenge of the Sith,7.1,4116,737000000,2005
230,120000000,Adventure,1894,43.987061,2002-05-15,649398328,Star Wars: Episode II - Attack of the Clones,6.4,3992,529398328,2002
231,115000000,Animation,585,106.815545,2001-11-01,562816256,"Monsters, Inc.",7.5,5996,447816256,2001
232,120000000,Action,76170,15.953444000000001,2013-07-23,415440673,The Wolverine,6.3,4053,295440673,2013
233,115000000,Adventure,1893,54.035265,1999-05-19,924317558,Star Wars: Episode I - The Phantom Menace,6.3,4432,809317558,1999
234,135000000,Adventure,49519,64.18332099999999,2013-03-20,585178928,The Croods,6.8,2399,450178928,2013
235,97250400,Fantasy,2395,20.344364000000002,2008-01-13,132900000,Asterix at the Olympic Games,5.0,471,35649600,2008
236,115000000,Drama,12100,18.714197,2002-06-14,77628265,Windtalkers,5.8,341,-37371735,2002
237,115000000,Action,290595,60.467983999999994,2016-04-06,164602163,The Huntsman: Winter's War,6.0,1523,49602163,2016
238,125000000,Science Fiction,98566,143.350376,2014-08-07,477200000,Teenage Mutant Ninja Turtles,5.8,2636,352200000,2014
239,105000000,Science Fiction,49047,110.153618,2013-09-27,716392705,Gravity,7.3,5751,611392705,2013
240,116000000,Action,9619,16.90444,1997-02-07,178127760,Dante's Peak,5.7,428,62127760,1997
241,135000000,Fantasy,308531,39.873791,2016-06-01,245623848,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963,110623848,2016
242,120000000,Action,166424,38.126095,2015-08-05,167977596,Fantastic Four,4.4,2278,47977596,2015
243,110000000,Action,1593,48.780039,2006-10-20,574480841,Night at the Museum,6.3,2862,464480841,2006
244,110000000,Action,254128,100.412364,2015-05-27,470490832,San Andreas,6.0,2968,360490832,2015
245,110000000,Adventure,714,42.887121,1997-12-11,333011068,Tomorrow Never Dies,6.0,925,223011068,1997
246,110000000,Drama,2024,23.657284,2000-06-28,215294342,The Patriot,6.8,1099,105294342,2000
247,110000000,Thriller,163,76.840712,2004-12-09,362744280,Ocean's Twelve,6.4,2124,252744280,2004
248,110000000,Action,787,44.635452,2005-06-07,478207520,Mr. & Mrs. Smith,6.5,2965,368207520,2005
249,110000000,Adventure,262500,103.71838699999999,2015-03-18,295238201,Insurgent,6.2,3829,185238201,2015
250,116000000,Drama,2567,45.616098,2004-12-17,102000000,The Aviator,7.0,1489,-14000000,2004
251,112000000,Comedy,38745,22.845143,2010-12-25,237382724,Gulliver's Travels,4.9,621,125382724,2010
252,120000000,Action,40805,31.703608000000003,2011-01-12,227817248,The Green Hornet,5.5,1251,107817248,2011
253,110000000,Action,53182,71.51059599999999,2014-03-05,337580051,300: Rise of an Empire,6.1,2397,227580051,2014
254,110000000,Animation,41513,36.65422,2011-07-29,563749323,The Smurfs,5.5,1179,453749323,2011
255,110000000,Animation,13700,19.625972,2004-04-02,103951461,Home on the Range,5.7,389,-6048539,2004
